, 570127
aerster, 3
akademische, 3
aktualisierten, 3
altes, 3
amortisiert, 3
amtlicher	Mandate, 3
anerboten, 3
angemessen.Demnach, 3
angeordnet, 3
angepasster, 3
anschliessend, 3
anwaltlichen, 3
anwaltschaftlichen, 3
anzeigenBGE, 3
arbeitsunfähig-, 3
arbeitsvertraglichen, 3
aufgelöst, 3
aufgelösten, 3
aufhaltenden, 3
aufwändiger, 3
ausbezahlt, 3
auseinandersetzte, 3
ausgehändigt, 3
ausgeschiedene, 3
ausgestellten	irakischen	Identitätskarte, 3
ausrichtet, 3
aussagekräftiges	Benchmarking, 3
ausscheiden, 3
aussen, 3
aussergewöhnlicher, 3
ausserschulischen	Jugendarbeit	Jahresfinanzhilfen, 3
ausstellte, 3
australischen, 3
auswirkte, 3
beantragte, 3
bedeutend, 3
bedingungslos, 3
begehen, 3
begriffsnotwendig, 3
beherrsche, 3
behördliches, 3
beiderseits, 3
beizutragen, 3
bemessenen, 3
berichtenden, 3
berücksichtig, 3
besonderer, 3
bestehen, 3
bestmöglichen, 3
bestätigten, 3
betragen, 3
bezeichneten, 3
bezweifeln, 3
bfu, 3
bidisziplinär, 3
bosnischen	Fachärzte, 3
britischer, 3
bundesverwaltungsgerichtentscheid, 3
contrario, 3
dafür, 3
datenbasiert	abzuschätzen, 3
datiertem, 3
dauernde	Unterstützung, 3
deklarierten	Aufenthaltszweck, 3
demonstrativ, 3
denn, 3
desFZAauch, 3
diffuse	zerebrale, 3
distale	Radiusfraktur, 3
doivent, 3
dreimonatigen	Besuchsaufenthaltes, 3
drohe, 3
durchaus, 3
durchgehende, 3
dysfunktionalen, 3
e	MRL	2006/42/EG, 3
ehemals, 3
eigentlich, 3
ein.H.Die, 3
einfacheren, 3
eingegangen.Das, 3
eingeschriebenen	Mahnung, 3
eingeteilt, 3
eingreifen, 3
einmalig, 3
einreisen, 3
einreiste, 3
einschlägiger, 3
einzufügen, 3
engeren, 3
entdeckt, 3
entgegenstehende, 3
enthaltenen, 3
entscheidwesentliche	Aspekte, 3
erfolgenden	Mahnungen, 3
erfolgte, 3
erfüllte, 3
ergriffene, 3
ergänzenden	gutachterlichen, 3
erhaltener	Herzleistung, 3
erhärtet, 3
erlassen.3.3.1, 3
ernsthafte	Suche, 3
ernsthaften	Suchbemühungen, 3
ersetzen, 3
eruiert, 3
erwachsenen	Söhne, 3
erweckt, 3
erwerbslosen, 3
erörtert, 3
fallen, 3
falscher	Identitäten, 3
falscher	Personalien, 3
fest.H.Mit, 3
festgestellten	Gehörsverletzung, 3
ffKVG, 3
flüssig, 3
folgendes, 3
fortbewegen, 3
fristgerechte	Wiederausreise	garantieren, 3
fristgerechte	Wiederausreise	grosse, 3
fristgerechte	Wiederausreise	setzt, 3
fünf	Geschwister, 3
fünfjährige	Gültigkeitsdauer, 3
fünfjährige	Schutzfrist, 3
fünfter, 3
für	Ehefrauen, 3
fürsorgerischen, 3
geforderte, 3
gelagerten, 3
generell, 3
geplante, 3
geringere	Rate, 3
gerissen, 3
gerügt, 3
gesamtes	soziales, 3
geschieden.B.Am, 3
geschlossen.Das, 3
geschätzt, 3
gestattet, 3
geständig, 3
gestörten, 3
getilgt, 3
getrennte	Besteuerung, 3
gewisser, 3
gewünschtes, 3
gäbe, 3
gälte, 3
haben.2.7, 3
half, 3
hauptsächlich, 3
herausgestellt, 3
hierher, 3
hilflos, 3
hindeuten, 3
hochspezialisierte, 3
hochspezialisierten, 3
hoheitlich	festsetzte, 3
hängigem	Asylverfahren, 3
höherer, 3
ihr	Freund, 3
ihres, 3
impliziert, 3
inneren	Beweggründen, 3
insofern	aufgehoben, 3
insofern	unvollständig, 3
instabiler	Angina, 3
instruierende, 3
integrativen, 3
interdisziplinäre	Gesamtbeurteilung, 3
invaliditätsbedingt, 3
invaliditätsrelevante, 3
irgendeinen, 3
irrelevant, 3
irreversibler, 3
irrigen, 3
ist.4.Dieses, 3
ist.5.Die, 3
j, 3
kapitalisiert, 3
kein	Benchmarking, 3
kein	Gefühl, 3
kein	Rayonverbot, 3
kein	beidseitig, 3
kein	rechtskräftiger, 3
kein	umfassendes, 3
kein	wiederholtes, 3
konsultieren, 3
konsumiere, 3
kontrovers, 3
kosovarischem, 3
könne.Am, 3
künstliche, 3
kürzere, 3
l., 3
label, 3
landwirtschaftlichen, 3
lebten, 3
leichtgradigen, 3
leistet, 3
leistungsabweisende, 3
leistungsunfähig, 3
lindert, 3
listete, 3
mache, 3
mass-gebenden, 3
massgebliche	Nettobetriebskosten, 3
med, 3
med.B._______, 3
mediolaterale, 3
mehr	zuzumuten, 3
militärischen, 3
mitfinanziert, 3
mittlere	Hilflosigkeit, 3
mmHg, 3
motivierten, 3
multilokuläres, 3
mässiggradiger, 3
nachgelebt, 3
nachgezogenen, 3
nachhaltigen, 3
nachstehenden, 3
national	gemischten	Ehen, 3
neuropsychologisches	Teilgutachten, 3
nichterwerbstätiger, 3
nichtstreitigen, 3
nigerianischer, 3
normalem, 3
notwendige	Unterstützung, 3
obere, 3
obsiegenden, 3
offensichtliches, 3
offenzulegen, 3
opinion, 3
parallel, 3
patient, 3
peripheren	Verschlusskrankheit, 3
persistierenden, 3
planwidrige, 3
platziert, 3
polizeilichen	Ausschaffung, 3
post, 3
private, 3
präjudiziert, 3
prämorbide, 3
präventiv, 3
prüfend, 3
psychiatrische	Teilgutachten, 3
psychischer, 3
psychomotorisch, 3
psychopathologisch, 3
psychopathologischer, 3
psychosomatischen	Fachklinik, 3
qualitativen, 3
questions, 3
reales, 3
rechtliche	Wirkungen, 3
rechtsgenügliche	Entscheidgrundlage, 3
rechtsgleichen, 3
rechtswidrigem, 3
reduzierte, 3
regelmässiges, 3
reichte	daraufhin, 3
relativen	Unbedenklichkeit, 3
relativer, 3
rentenausschliessend, 3
rentenberechtigende, 3
rentenbildend, 3
ruhiger	Umgebung, 3
sachlicher, 3
sachverständige, 3
schafft, 3
schlechtem, 3
schliesst, 3
schulpflichtigen, 3
schweizerisch-türkischen, 3
schwerem, 3
schützen, 3
sei.Die, 3
sei.Diese, 3
seien.E.Mit, 3
sein, 3
seit, 3
sekundär, 3
selbständiger, 3
sichernde, 3
sicherstellt, 3
sind.3.4, 3
sinken, 3
situation, 3
situierten, 3
spezialisierter, 3
spezifizieren, 3
stationär	behandeln, 3
statuierte, 3
stützt, 3
suspendierte, 3
systemwidrig, 3
technischen	Mitarbeitern, 3
technischen	Mitarbeitern	schweizerischer, 3
teilweise	Obsiegens, 3
teilweise	aufgehoben, 3
teilweise	gutzuheissen.5.Zu, 3
tragischen, 3
treibende, 3
umgestossen, 3
umzusetzen, 3
unbedingten	dreimonatigen	Gefängnisstrafe, 3
unbeschränkt, 3
unbestimmte, 3
und127, 3
unfallfremd, 3
ungenauen	Übersetzung, 3
ungünstiges, 3
unnötige	second, 3
unterdurchschnittliche, 3
unterschriftlich, 3
unterstrich, 3
untersucht, 3
unverbindlich, 3
unwirksam, 3
unzureichend	fundierten, 3
vaskuläre	Anomalien, 3
vaskuläre	Kopfschmerzen, 3
verbesserten	Massnahmenplan, 3
verbesserten	Wirtschaftslage, 3
verfahrensleitenden, 3
verfahrensrechtlichen	Garantien, 3
verhinderten, 3
verkenne, 3
verkürzt, 3
vermeidbar, 3
vermittelte, 3
verpönt, 3
verschaffen, 3
verschiedene	Garantien, 3
verschiedene	Sachverhalte, 3
verschiedene	materiellrechtliche, 3
verschweigen, 3
versehene, 3
versicherungsinterne, 3
versuchsweise, 3
verträglich, 3
verwandtschaftliche, 3
vgl.Art, 3
vier	Töchter, 3
viszeralchirurgischen, 3
vollendete, 3
volljährig, 3
vollumfänglichen	Neubewertung, 3
vollziehenden, 3
vomGleichbehandlungsgrundsatz, 3
voraussetzungslos, 3
vorbezogen, 3
vorderhand, 3
vorgehe, 3
vorgenannter, 3
vorgenommen, 3
vorgezogene	Neubewertung, 3
vorzugehen, 3
weitergeleiteten, 3
weitgehende, 3
weltweite, 3
wen, 3
wenn	ich, 3
werden, 3
werden.7.5, 3
widerlegen, 3
widersprechen, 3
wird.Die, 3
wissenschaftlichen	Literatur, 3
wunschgemäss, 3
wurde.4.4.1, 3
wären, 3
ziffernmässigen, 3
zivile, 3
zu	ermitteln, 3
zufällig, 3
zufälligen, 3
zugesagt, 3
zugesicherte	Wiederausreise, 3
zugesprochener, 3
zukünftige	Investitionen, 3
zulässigen	Streitgegenstands, 3
zumutbar, 3
zunehme, 3
zurückgezogen, 3
zurückhaltende, 3
zurückkehrte, 3
zuungunsten, 3
zweijährigen	Einreisesperre, 3
zweijährigen	Übergangsfrist, 3
{	Z, 3
Ö._______, 3
Übereinkommens, 3
ähnlichen	Situationen, 3
ähnliches, 3
älter, 3
ändert, 3
äussern.4.1, 3
öffentlich	subventionierte	Privatspitäler, 3
öffentliche, 3
-2010, 2
-Arbeitsfähigkeit, 2
.1.1.1, 2
.1.4.1, 2
.1.41.4.1, 2
.13.2, 2
.4.3.2, 2
.4.6.2, 2
.5.5.5, 2
.5.55.5.1, 2
.6.5, 2
.7.3.2, 2
.7.4.4, 2
.8.7, 2
.Auf	Anfrage, 2
.B.Das, 2
.D.b, 2
.G.G.a, 2
.Zur, 2
/2, 2
0.97	festsetzte, 2
03, 2
04, 2
1'000'000.-, 2
1'037'393.65	rückgängig, 2
1-11, 2
1-2	Packungen, 2
1.	lumbovertebrales, 2
1.	wenn, 2
1.1	Anschlussvereinbarung, 2
1.15, 2
1/12, 2
10, 2
10/9, 2
11.8, 2
110.-, 2
12453:2000	zulässigen, 2
139E, 2
15,42, 2
15/2, 2
154, 2
166E, 2
169/03vom, 2
1817, 2
18f, 2
19-21, 2
19/2, 2
1920	Martigny,40, 2
1959, 2
1965	AHV-Beiträge, 2
1995/1328, 2
1997/1998, 2
1AuGdas, 2
1AuGhaben, 2
1BVstandhält, 2
1FZAi.V.m, 2
1KVV, 2
1VEVgeregelte, 2
1VGKEdas, 2
1ZGB, 2
1aAHVG, 2
2'000.-	verrechnet.3.Dieses, 2
2.4.2, 2
2000, 2
2003, 2
2007Publiziert06, 2
2008	aufgehoben.2.Die, 2
2008	beantwortete, 2
2008	erhalten, 2
2008	gutgeheissen, 2
2008Publiziert28, 2
2008StichwortregisterSortiert, 2
2010, 2
2010/24E, 2
2010/36E, 2
2010GerichtBundesverwaltungsgerichtStatusUnpubliziertSachgebietSozialversicherungRegesteIV, 2
2010Publiziert18, 2
2011, 2
2011Publiziert07, 2
2012Publiziert19, 2
2012Richter, 2
2013, 2
2014	aufgehoben, 2
2015Publiziert19, 2
2016Publiziert01, 2
2017GerichtBundesverwaltungsgerichtStatusUnpubliziertSachgebietSozialversicherungRegesteAHV, 2
2017Publiziert27, 2
207, 2
21/02vom, 2
2171, 2
228E, 2
232, 2
2499, 2
260, 2
28-70	), 2
2AHVGkostenlos, 2
2ATSG-	zurückzuweisen, 2
2BV, 2
2Bst, 2
2IVVist, 2
2VGKE, 2
2a/bb, 2
2b,122, 2
2e, 2
3'500.-	verrechnet.3.Es, 2
3.6, 2
30-31, 2
30.-, 2
311, 2
316/99des	EVG, 2
31E, 2
324E, 2
344, 2
34VGGzuständig, 2
382Erw, 2
3AsylG, 2
3KRK, 2
3PSMV, 2
3f., 2
4.0, 2
4.4.4, 2
408, 2
41.8, 2
42.1, 2
432, 2
454, 2
457, 2
465E, 2
46ATSG, 2
47und, 2
484, 2
49AuGnicht, 2
4ATSV, 2
5.1,125, 2
50	IV-LU, 2
500.-	verrechnet.3.Dieses, 2
523, 2
58a-eKVVzu, 2
59cKVVnicht, 2
5BV, 2
6'000.-, 2
6539/2011vom	26, 2
66ff, 2
6AuG, 2
6i.V.m, 2
73	ffIVG, 2
78aUVG, 2
9000, 2
99AuG, 2
9VKLmüssen, 2
A.Der	1978, 2
AHV/, 2
Abbau, 2
Abfindung	nachträglich, 2
Abgabeerhebung	einzuholen, 2
Abgrenzungskriterien, 2
Abholfrist, 2
Abwehr, 2
Abweichung, 2
Administrativverfahren, 2
Advokat	Oliver, 2
Advokat	Thomas, 2
Aetiologie, 2
Akkord-, 2
Aktengutachten	erstellen, 2
Alkoholmissbrauch, 2
Allgemeinzustand, 2
Altersjahr, 2
Altersrente	bezog, 2
Altersrente	entstanden, 2
Amputation, 2
Analgetika, 2
Analogie, 2
Anastomose, 2
Anbieters, 2
Anderseits, 2
Anfechtungsgegenstand, 2
Angepasste, 2
Angstzuständen, 2
Anhangs	IX, 2
Anhören, 2
Anhörungsteilnehmer, 2
Anlasstaten, 2
Anmeldeverfahren, 2
Anpreisungen, 2
Anrufung, 2
Anspruchsnormen, 2
Antrag, 2
Anwaltskanzlei, 2
Anwendungsmöglichkeiten, 2
Anwesenheitsrechts, 2
Anästhesie, 2
Appetitlosigkeit, 2
Arbeitgeber, 2
Arbeitgeberbeitragsreserve	rückgängig, 2
Arbeitgebers, 2
Arbeitsanweisung, 2
Arbeitsleistung, 2
Arbeitslosenrate, 2
Arbeitsmarktbehörden, 2
Arbeitsstätte	aufhalte, 2
Arbeitsunfähigkeitsgrad, 2
Arbeitsunfähigkeitsschätzung, 2
Arbeitszeugnisse, 2
Arm, 2
Asylsuchender, 2
Aufenthaltsortes, 2
Aufmerksamkeit, 2
Aufschubs, 2
Ausbildungskosten, 2
Ausbildungszulagen, 2
Auslandpreise, 2
Auslandschweizer	nachträglich, 2
Ausnahmefällen, 2
Ausnahmen, 2
Ausstandspflicht, 2
Austritt, 2
Auswertungen, 2
Auswärtigen	Amts, 2
B1, 2
BAK, 2
BEFAS	BB._______, 2
BGer8C_168/2008vom, 2
BL	zurückgewiesen, 2
BRL	220.-, 2
BSH, 2
BVG-Versicherungspflicht, 2
BVGerC-4308/2007vom	13, 2
BVGerC-6034/2009vom, 2
Bandscheibenvorfall	C5/C6, 2
Barwertes, 2
Basel	festgenommen, 2
Beamten, 2
Bedarfsabklärung, 2
Bedarfsplanung	2004-2006, 2
Bedeutungslosigkeit, 2
Befunderhebung	beschrieb, 2
Begleiterkrankungen, 2
Begriffes, 2
Begründet, 2
Begünstigung, 2
Behandelbarkeit, 2
Behandlungsergebnisse, 2
Behandlungsstellen, 2
Behauptung	untermauern, 2
Beigeladenen, 2
Bekanntschaftszeit, 2
Benchmark-Kategorien, 2
Benzodiazepin-Abhängigkeit, 2
Bern, 2
Berufsberaters, 2
Berufsverbänden, 2
Beruht, 2
Beschränkung, 2
Beschwer-deführer, 2
Beschwerdeschriften, 2
Beschäftigungsverlauf, 2
BesetzungGerichtsschreiberin	Giulia, 2
Betreiberin	nachträglich, 2
Betreibung, 2
Betreibungs-, 2
Betreuungsmöglichkeiten, 2
Beurtei-lung, 2
Beusch/Lorenz, 2
Beweglichkeit, 2
Beweisgrades, 2
Beweisgrundlage, 2
Beweisverschärfung, 2
Bewerberinnen, 2
Bezug, 2
Bigamie, 2
Bildschirm, 2
Boss, 2
Bruder, 2
Bund	Auslandschweizerinnen, 2
Bundesgerichts8C_168/2008vom, 2
Bundesgesetzes, 2
Bundesrat, 2
Bundesratsformel, 2
Bundessozialversicherungsrecht, 2
Bürgerkriegssituationen, 2
Büro-, 2
C-2141/2013E, 2
C-6088/2011vom, 2
C.3.1, 2
C.3.5, 2
C._______	Treuhand, 2
C._______s, 2
C6, 2
Ca._______, 2
Carotis, 2
Chile	geschickt, 2
Cider, 2
Country, 2
Curasept, 2
D.d, 2
DRV	Baden-Württemberg, 2
Dabei	genügen, 2
Danach	verliess, 2
Daraus, 2
Datenqualität	sanktioniert, 2
Detailliert, 2
Deutsche, 2
Diagnose, 2
Diagnosecode, 2
Dienstleistungssektor, 2
Differenzialdiagnose, 2
Dilemma, 2
Distanzierung, 2
Dolmetscher, 2
Dreher, 2
Dreiviertelsrente	resultieren, 2
Drittpersonen, 2
Durchführungsorganen, 2
Durchschnittslohnes, 2
E.3.2, 2
EMRK-konform, 2
Ehefrau	angeblich, 2
Ehegatte, 2
Ehegatten, 2
Ehemanns	beantwortete, 2
Eigenheiten, 2
Eigentum, 2
Einbürgerung, 2
Einerseits	unterstellt, 2
Eingeladenen, 2
Eingliederungsmass-nahmen, 2
Eingriffen, 2
Einkommensvergleichs, 2
Einsatzbeschränkungen, 2
Einspracheverfügung	aufgehoben, 2
Einstellungen, 2
Einzelfall, 2
Einziehungsverfügung, 2
Elsass, 2
Energie	beträchtlichen, 2
Entscheidzeitpunkt, 2
Entwicklung, 2
Entzündungen, 2
Ereignis	aufzeigt, 2
Ergreifen, 2
Ergänzungsschreiben, 2
Erklärungen, 2
Erläuterung, 2
Erlöse, 2
Ermüdungserscheinungen, 2
Ersetzung, 2
Erst	nachträglich, 2
Erwerbstätigkeiten, 2
Erwähnung, 2
Evidenz, 2
Ex-Mann, 2
Expertengutachten, 2
Explorandin, 2
Externen, 2
F._________, 2
F10.25, 2
FA, 2
Fachpersonal, 2
Fachwissen, 2
Faktisch, 2
Familienangehörige, 2
Familienausgleichskasse, 2
Fassung, 2
Fast, 2
Fazialisparese, 2
Felix, 2
Festsetzungsbehörde, 2
Flucht, 2
Folge	attestierte, 2
Folge	gestelltes	Asylgesuch, 2
Folge	verliess, 2
Fondation, 2
Formular, 2
Formular-Verfügung, 2
Fristerstreckungsgesuch, 2
Fristwiederherstellung	abzuweisen, 2
Frühling/Sommer, 2
Fussball, 2
Fünfjahresfrist, 2
Fürsorgekosten	verursacht, 2
G.______, 2
G._______, 2
GGpl, 2
Gastgeber	eingeladenen, 2
Gastlandes, 2
Gaststaat, 2
Geburtsstätte, 2
Gebührenerhebung, 2
Gebührenhöhe, 2
Gefahrensymbol, 2
Gefährdungsprognose, 2
Gefühl	innerer, 2
Gehör	beinhaltet, 2
Geldbetrages, 2
Gemeinderats, 2
Generalklausel, 2
Gerhard, 2
Gerichts	unterliegende, 2
Gerichtskasse	ein.I.Mit, 2
Gerichtskasse	entschädigt, 2
Gerichtskasse	zurückerstattet.3.Dem, 2
Gerichtskosten	verwendet.3.Es, 2
Gerichtskreises	VII, 2
Gerichtspräsidiums	Zofingen, 2
Gerichtsverfahrens, 2
Gesamtmenge, 2
Geschenke, 2
Geschlechter, 2
Geschäftsführung, 2
Geschäftsprüfungskommission, 2
Gesetzesnovelle, 2
Gesetzesrevision, 2
Gesetzesverstoss, 2
Gesichtspunkte, 2
Gesunder, 2
Getreide	etc., 2
Gewollte, 2
Grade, 2
Grundgedanke, 2
Gruppierungen, 2
Gründe, 2
Gründer, 2
Gute	kämen, 2
Haag, 2
Hauptstrasse, 2
Hausarztes, 2
Haushaltsbudgets, 2
Herzinfarkt, 2
Hilfsstoffzusammensetzung, 2
Hinken, 2
Hinterlassenenrenten, 2
Hobbys, 2
Hochreutener.A._______, 2
Hunde, 2
Hypercholesterinämie, 2
Hypertriglyceridämie, 2
Höchstgeschwindigkeit, 2
Hüftarthrose, 2
I._______	vertrat, 2
ICD-1	F32.3, 2
ICD-10	F32.2, 2
ICD-10	F33.1, 2
II, 2
II., 2
IV-Gutachten, 2
IV-Revision	aufgehoben, 2
IV-Taggeldern, 2
IV/126, 2
IV/158, 2
IV/82, 2
IV/86, 2
Identitätskarte	erhalte, 2
Im	Visumsantrag, 2
Infrastrukturpauschale	Thema, 2
Inhaltlich, 2
Inkasso, 2
Instruktion, 2
Integrationsschwierigkeiten, 2
Intensivierung, 2
Interessenabwägung, 2
Internationale	Finanzen, 2
Invalidenpension	erhalte, 2
Invalidenrente	aufgehoben, 2
Invalidenrente	bezog, 2
Invalidenrente	hat.5.1, 2
Invalidenversicherungsstelle, 2
Invalidi-tätsgrad, 2
Invaliditätsbemessungsmethode, 2
Invaliditätsgrades, 2
Inverkehrbringerin, 2
Inverkehrbringungsverbot, 2
Iran	gereist, 2
Isolierung, 2
Jahr	2009/2010, 2
Jahresfinanzhilfen, 2
Jahresplanung	2004-2006, 2
Jedem, 2
Job, 2
Joset, 2
Jugendpsychiatrie, 2
Juli2010, 2
K.	K., 2
KG, 2
KLVK	zurückzuerstatten, 2
Kantonsblatt, 2
Kantonsgerichts	Schaffhausen, 2
Kantonsspitals	Basel, 2
Karotis	beidseitig, 2
Karriere, 2
Kayser, 2
Kindererziehung, 2
Kindern	pflegen, 2
Kinderrente, 2
Klarheit, 2
Kollektivität, 2
Kommt, 2
Kompetenznorm, 2
Komplexe, 2
Konsolidierung, 2
Kontaktmöglichkeiten, 2
Konzentration, 2
Korrespondenzadresse, 2
Kostendeckungsgrads, 2
Kostensteigerung, 2
Kostenvoranschlag	einzuholen, 2
Krankenpflegerin, 2
Krankenständen, 2
Krankheitsbildern, 2
Krankheitsmodell, 2
Krapf, 2
Krebsleiden, 2
Kreisgerichts, 2
Kulturkreis, 2
Kurzaufenthalter, 2
L2/L3, 2
LS, 2
Laborantin, 2
Landeswährung, 2
Landsleute, 2
Lebensführung	demzufolge, 2
Lebenskosten, 2
Lebensmittelpunktes, 2
Lebenspartnerin	heiraten, 2
Lebensperspektive, 2
Legaldefinition, 2
Leistungsanspruch	verfüge.2.Es, 2
Leistungsermittlung, 2
Leistungsgesuche, 2
Leistungsgruppe	GEB1, 2
Leitungen	erstellen, 2
Levante.A._______, 2
Liegenschaft	F.________, 2
Linie	auf, 2
Link, 2
Lizenzvertrag, 2
Lohn, 2
Lumbalgie, 2
Lumboischialgie, 2
Luna	beanstanden, 2
LuzernDie, 2
Länge, 2
MAX, 2
MLKP	exponiert, 2
MLKP	unterhalte, 2
MXN, 2
Magaziner, 2
Mahngebühren, 2
Mahnung	bezog, 2
Mahnverfahren	rechtskonform, 2
Maitre, 2
Mangel, 2
Mazedonien	anwaltlich, 2
Medicines, 2
Medizinische	Onkologie, 2
Medizinische	Rückfrage, 2
Meldeverfahren, 2
Migration, 2
Migrationsaufkommen, 2
Migrationsinformationssystem, 2
Migros, 2
Migräne, 2
Mindestbeitragspflicht, 2
Mirtazapin, 2
Mittelverteilung, 2
Mobiltelefon, 2
Montenegro, 2
Moratorium, 2
Mütter, 2
N_______, 2
Nach, 2
Nachfolgestaat, 2
Nachkontrolle, 2
Nachtstrukturen, 2
Namensänderung, 2
Nationalität, 2
Nervenkompression, 2
Nervenschädigung, 2
Netzhautablösung, 2
Neuanfang, 2
Neuanmeldeverfahren, 2
Neuanmeldung	geänderte, 2
Neuanmeldung	nachbezahlt, 2
Neuberechnung, 2
Nicht, 2
Nichtigkeitsgrund, 2
Nichtvorliegen, 2
Nidau, 2
Niedergelassenen, 2
Nr, 2
Nummer, 2
Nur, 2
OKP-, 2
Obwohl	Indonesien, 2
Offenlegungspflicht, 2
Ordner	3/3, 2
Ordre, 2
Organisationsform, 2
Originaldokument, 2
Ort, 2
Osteochondrosen, 2
PUE	angewandte, 2
Pankreatitis, 2
Parese, 2
Parteikosten, 2
Parteiverhandlung, 2
Partnerschaft, 2
Pass	auszustellen, 2
Patenten, 2
Pauschale, 2
Personalien	S_______, 2
Personenkontrolle	festgenommen, 2
Pflegeelternteil, 2
Pflicht, 2
Phyto-Anleitung	insofern, 2
Pilotentscheid	insofern, 2
Pläne, 2
Polizeiposten	geschickt, 2
Polymorbidität, 2
Poverty, 2
Praxisgemeinschaft, 2
Preisvergleichen, 2
Preisüberwachung	anerkennt, 2
Preisüberwachung	einzuholen, 2
Privathaushalt, 2
Privatklinik	Bangkok, 2
Problemen, 2
Products, 2
Produkte	chemischen, 2
Produkts, 2
Protagonisten, 2
Protokoll	IV-LU, 2
Prozentsatz, 2
Prozessfähigkeit, 2
Prozessvoraussetzung, 2
Prämienstufe, 2
Präparat	Erstanmelderschutz, 2
Präsident, 2
Präsidenten, 2
Prüfmethode, 2
Prüfungsgegenstand, 2
Prüfungszuständigkeit, 2
Prüfverfahren, 2
Psychotherapie, 2
Publikationen	NDB, 2
Publikumswerbeverbotes	bejaht, 2
Pässe	auszustellen, 2
Quervergleich, 2
Rang, 2
Realität	entsprachen, 2
Recht	bejaht, 2
Recht	erwogen, 2
Rechtsanwälte, 2
Rechtsfehler, 2
Rechtsgleichheit, 2
Rechtsnorm, 2
Rechtsordnung, 2
Rechtsprechung, 2
Rechtsprechungsgemäss, 2
Rechtsträger, 2
Rechtswidrige, 2
Reg, 2
Regions, 2
Registers, 2
Reise	behilflich, 2
Reisepapiers, 2
Reisepass	auszustellen, 2
Reisepässe, 2
Reizbarkeit, 2
Rekrutierungsprioritäten	bestellt, 2
Rentenbegehrens, 2
Rentenbescheids, 2
Rentengesuchs, 2
Rentenskala	41, 2
Rentenvorbezug	beinhaltet, 2
Replik, 2
Repressalien, 2
Ressourcen, 2
Revision	aufgehoben, 2
Rezepte, 2
Rheinschifferinnen, 2
Rhône, 2
Richterin, 2
Risikogemeinschaft	Pflegeheime, 2
Rubriken, 2
Ruhe, 2
Röntgenbefunde, 2
Rückerstattung, 2
Rückforderungsbetrag, 2
Rückforderungsbetrags, 2
Rückkehrwillen, 2
Rückreiseproblematik, 2
S.61, 2
SAK/25, 2
SIS, 2
SR0.360.514.2, 2
SR832.10, 2
STEV, 2
SUVA	zurückzuweisen, 2
SUVA-Akte	41, 2
Sachentscheid, 2
Sachgebietes, 2
Sachverhaltes, 2
Sachverhalts-, 2
Sachverhaltselementen, 2
Sachverhaltsprüfung, 2
Saldierung, 2
Sauerstoffsättigung, 2
Schaler, 2
Schengen-Visum	ausgestellt, 2
Schinken, 2
Schlafstörung, 2
Schlafstörungen, 2
Schlussendlich, 2
Schlussfolgerung, 2
Schmerzempfinden, 2
Schon, 2
Schreiben, 2
Schriftenlosigkeit	ausgestellt, 2
Schriftstück, 2
Schuldenwirtschaft, 2
Schulteroperation, 2
Schwankungsreserve, 2
Schweisser, 2
Schweizerbürgers, 2
Schweizerische	Beratungsstelle, 2
Seeland, 2
Seite	verwiesen.Der, 2
Selbstständigen, 2
Sicherheitsbedenken, 2
Sicherheitsbedürfnis	nachträglich	weggefallen, 2
Sicherheitskontos	eingezogen, 2
Sicherheitsmängel, 2
Sinngemäss, 2
Sitzungen	abgehalten, 2
Soll-TPW, 2
Sollzinsen	aufgehoben, 2
Somatisierungsstörung	F45.0, 2
Sonderabgabekonto, 2
Sonderabgabepflicht, 2
Sonderfälle, 2
Soteria, 2
Sozialbehörde	Kloten, 2
Sozialhilfeleistungen	bezog, 2
Sozialkompetenz, 2
Sozialversicherungsgericht, 2
Spezialfall, 2
Spezialfragen, 2
Spielfilm, 2
Spitalberichten, 2
Spitalfinanzierungsordnung, 2
Spitalkosten, 2
Spitalpflege	zuhause, 2
Spitäler	problemlos, 2
Spitäler	zugeordnet, 2
Spondylarthrose, 2
Spontaneingabe, 2
Sprachaufenthalte, 2
Sprachgebrauch, 2
St.n, 2
StA, 2
Staatengemeinschaften, 2
Staatenlosigkeit	zurückzuweisen, 2
Staatsrats, 2
Staatsverschuldung, 2
Stadium, 2
Status, 2
Stellenbeschreibung, 2
Steuer-, 2
Steueramt, 2
Stiftungsrat, 2
Stiftungsratspräsident, 2
Stiftungsratssitzung, 2
Stiftungsstatuten, 2
Stimmen, 2
Strafbefehl, 2
Strafrahmen, 2
Streichung, 2
Stressbelastung, 2
Studentin, 2
Stutz, 2
Subeventualbegehren	abzuweisen, 2
Subjektiv, 2
Suchtkrankheiten, 2
Super	League, 2
Supra	abgeschlossene, 2
Suter, 2
Suva-Unterstellung, 2
SwissDRG, 2
Sy	vertiginosum, 2
TG, 2
Tablette, 2
Tagesschule, 2
Taggeldes	erhalten, 2
Taggeldverfügung, 2
Tambon, 2
Tarifvertrages	hoheitlich, 2
Tatfragen, 2
Taxationsunterlagen, 2
Teilgutachtens, 2
Teilliquidationsreglement, 2
Teilliquidationsverfahren, 2
Teilzeiterwerbstätigkeit, 2
Teuerungsausgleich, 2
Thalmann, 2
Therapiemassnahmen, 2
Thomas	Hugi, 2
Titel	Erfolgsbeteiligung, 2
Todesopfer, 2
