1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
the,unexplored,story,opportunities,of,``,punch-drunk,love,``,may,have,worked,against,the,maker,'s,minimalist,intent,but,it,is,an,interesting,exercise,by,talented,writer/director,anderson,.,1,1,correct,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,
feels,slight,",",as,if,it,were,an,extended,short,",",albeit,one,made,by,the,smartest,kids,in,class,.,0,0,correct,,,,,,,,,
1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,
is,truth,stranger,than,fiction,?,in,[,screenwriter,],charlie,kaufman,'s,world,",",truth,and,fiction,are,equally,strange,",",and,his,for,the,taking,.,1,1,correct,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,
costner,'s,warm-milk,persona,is,just,as,ill-fitting,as,shadyac,'s,perfunctory,directing,chops,",",and,some,of,the,more,overtly,silly,dialogue,would,sink,laurence,olivier,.,0,0,correct,,
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,,,
the,engagingly,primitive,animated,special,effects,contribute,to,a,mood,that,'s,sustained,through,the,surprisingly,somber,conclusion,.,1,1,correct,,,,,,,,,,,
0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,
two,tedious,acts,light,on,great,scares,and,a,good,surprise,ending,.,0,0,correct,,,,,,,,,,,,,,,,,
0,1,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
the,problem,is,that,for,the,most,part,",",the,film,is,deadly,dull,.,0,0,correct,,,,,,,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,
the,movie,weighs,no,more,than,a,glass,of,flat,champagne,.,0,0,correct,,,,,,,,,,,,,,,,,,
1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
.,.,.,there,are,enough,moments,of,heartbreaking,honesty,to,keep,one,glued,to,the,screen,.,1,1,correct,,,,,,,,,,,,
0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,
both,a,detective,story,and,a,romance,spiced,with,the,intrigue,of,academic,skullduggery,and,politics,.,1,1,correct,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
no,one,can,doubt,the,filmmakers,',motives,",",but,the,guys,still,feels,counterproductive,.,0,0,correct,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,
there,'s,surely,something,wrong,with,a,comedy,where,the,only,belly,laughs,come,from,the,selection,of,outtakes,tacked,onto,the,end,credits,.,0,0,correct,,,,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,
the,visuals,alone,make,metropolis,worth,seeing,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,
0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,are,curious,to,see,the,darker,side,of,what,'s,going,on,with,young,tv,actors,(,dawson,leery,did,what,?,!,?,),",",or,see,0,0,correct
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,,,
an,incendiary,",",deeply,thought-provoking,look,at,one,of,the,most,peculiar,(,and,peculiarly,venomous,),bigotries,in,our,increasingly,frightening,theocracy,1,1,correct,,,,,,,
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
it,'s,hard,to,imagine,that,even,very,small,children,will,be,impressed,by,this,tired,retread,.,0,0,correct,,,,,,,,,,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,
michele,is,a,such,a,brainless,flibbertigibbet,that,it,'s,hard,to,take,her,spiritual,quest,at,all,seriously,.,0,0,correct,,,,,,,,,,
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
the,premise,is,overshadowed,by,the,uberviolence,of,the,clericks,as,this,becomes,just,another,kung-fu,sci-fi,movie,with,silly,action,sequences,.,0,0,correct,,,,,,,
1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,
as,elegantly,crafted,as,it,often,is,",",anderson,'s,movie,is,essentially,a,one-trick,pony,that,",",hampered,by,an,undeveloped,script,",",ultimately,pulls,up,lame,.,0,0,correct,
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,,,,
an,eloquent,",",reflective,and,beautifully,acted,meditation,on,both,the,profoundly,devastating,events,of,one,year,ago,and,the,slow,",",painful,healing,process,that,has,followed,in,their,1,1,correct
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a,bright,",",inventive,",",thoroughly,winning,flight,of,revisionist,fancy,.,1,1,correct,,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
if,it,'s,possible,for,a,sequel,to,outshine,the,original,",",then,sl2,does,just,that,.,0,1,wrong,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,
sheridan,is,painfully,bad,",",a,fourth-rate,jim,carrey,who,does,n't,understand,the,difference,between,dumb,fun,and,just,plain,dumb,.,0,0,correct,,,,,,,
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
one,of,the,most,genuinely,sweet,films,to,come,along,in,quite,some,time,.,1,1,correct,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
its,one-sidedness,.,.,.,flirts,with,propaganda,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
impossible,as,it,may,sound,",",this,film,'s,heart,is,even,more,embracing,than,monty,",",if,only,because,it,accepts,nasty,behavior,and,severe,flaws,as,part,of,0,1,wrong
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
call,me,a,cold-hearted,curmudgeon,for,not,being,able,to,enjoy,a,mindless,action,movie,",",but,i,believe,a,movie,can,be,mindless,without,being,the,peak,of,all,0,0,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,
greene,delivers,a,typically,solid,performance,in,a,role,that,is,a,bit,of,a,departure,from,the,noble,characters,he,has,played,in,the,past,",",and,he,is,1,1,correct
1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
let,'s,face,it,--,there,are,n't,many,reasons,anyone,would,want,to,see,crossroads,if,they,'re,not,big,fans,of,teen,pop,kitten,britney,spears,.,0,0,correct,
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
a,flawed,film,but,an,admirable,one,that,tries,to,immerse,us,in,a,world,of,artistic,abandon,and,political,madness,and,very,nearly,succeeds,.,1,1,correct,,,,
0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,
the,boys,',sparring,",",like,the,succession,of,blows,dumped,on,guei,",",wears,down,the,story,'s,more,cerebral,",",and,likable,",",plot,elements,.,0,0,correct,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
worth,a,salute,just,for,trying,to,be,more,complex,than,your,average,film,.,1,1,correct,,,,,,,,,,,,,,,
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
one,of,the,more,intelligent,children,'s,movies,to,hit,theaters,this,year,.,1,1,correct,,,,,,,,,,,,,,,,
0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
neither,the,funniest,film,that,eddie,murphy,nor,robert,de,niro,has,ever,made,",",showtime,is,nevertheless,efficiently,amusing,for,a,good,while,.,before,it,collapses,into,exactly,0,1,wrong
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,,,
undercover,brother,does,n't,go,far,enough,.,it,'s,just,a,silly,black,genre,spoof,.,0,0,correct,,,,,,,,,,,,,
0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,
even,if,it,is,generally,amusing,from,time,to,time,",",i,spy,has,all,the,same,problems,the,majority,of,action,comedies,have,.,0,0,correct,,,,,
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,
an,ambitious,",",guilt-suffused,melodrama,crippled,by,poor,casting,.,0,0,correct,,,,,,,,,,,,,,,,,,,,
0,1,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
a,simpler,",",leaner,treatment,would,have,been,preferable,;,after,all,",",being,about,nothing,is,sometimes,funnier,than,being,about,something,.,1,0,wrong,,,,,,
0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
instead,of,contriving,a,climactic,hero,'s,death,for,the,beloved-major-,character-who-shall-,remain-nameless,",",why,not,invite,some,genuine,spontaneity,into,the,film,by,having,the,evil,aliens,',laser,0,0,correct
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,,,
the,trouble,with,making,this,queen,a,thoroughly,modern,maiden,is,that,it,also,makes,her,appear,foolish,and,shallow,rather,than,",",as,was,more,likely,",",a,victim,0,0,correct
0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
gaghan,captures,the,half-lit,",",sometimes,creepy,intimacy,of,college,dorm,rooms,",",a,subtlety,that,makes,the,silly,",",over-the-top,coda,especially,disappointing,.,0,0,correct,,,,,
0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,
if,villainous,vampires,are,your,cup,of,blood,",",blade,2,is,definitely,a,cut,above,the,rest,.,0,1,wrong,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,
a,timid,",",soggy,near,miss,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
all,of,it,works,smoothly,under,the,direction,of,spielberg,",",who,does,a,convincing,impersonation,here,of,a,director,enjoying,himself,immensely,.,1,1,correct,,,,,,
1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,,,,,,,,,
without,the,dark,spookiness,of,crystal,lake,camp,",",the,horror,concept,completely,loses,its,creepy,menace,.,0,0,correct,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,,,,,,,,,,,,,,,
i,did,n't,laugh,at,the,ongoing,efforts,of,cube,",",and,his,skinny,buddy,mike,epps,",",to,make,like,laurel,and,hardy,'n,the,hood,.,0,0,correct,,
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,,,,,
a,somewhat,crudely,constructed,but,gripping,",",questing,look,at,a,person,so,racked,with,self-loathing,",",he,becomes,an,enemy,to,his,own,race,.,1,1,correct,,,,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
secret,ballot,is,too,contemplative,to,be,really,funny,.,0,0,correct,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
makes,the,same,mistake,as,the,music,industry,it,criticizes,",",becoming,so,slick,and,watered-down,it,almost,loses,what,made,you,love,it,in,the,first,place,.,0,0,correct,
1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
ethan,hawke,has,always,fancied,himself,the,bastard,child,of,the,beatnik,generation,and,it,'s,all,over,his,chelsea,walls,.,1,0,wrong,,,,,,,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,
will,warm,your,heart,without,making,you,feel,guilty,about,it,.,1,1,correct,,,,,,,,,,,,,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
banal,and,predictable,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,piano,teacher,is,the,sort,of,movie,that,discourages,american,audiences,from,ever,wanting,to,see,another,foreign,film,.,1,0,wrong,,,,,,,,,
0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
É,uma,pena,que,",",mais,tarde,",",o,próprio,filme,abandone,o,tom,de,paródia,e,passe,a,utilizar,os,mesmos,clichês,que,havia,satirizado,.,1,1,correct,,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
stirs,potentially,enticing,ingredients,into,an,uneasy,blend,of,ghost,and,close,encounters,of,the,third,kind,.,1,0,wrong,,,,,,,,,,,,
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
a,moving,and,important,film,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
garcia,and,the,other,actors,help,make,the,wobbly,premise,work,.,0,1,wrong,,,,,,,,,,,,,,,,,,
0,0,1,1,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
waydowntown,manages,to,nail,the,spirit-crushing,ennui,of,denuded,urban,living,without,giving,in,to,it,.,1,1,correct,,,,,,,,,,,,,
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
a,movie,that,harps,on,media-constructed,'issues,',like,whether,compromise,is,the,death,of,self,this,orgasm,[,wo,n't,be,an,],exceedingly,memorable,one,for,most,people,1,0,wrong
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,
has,its,charming,quirks,and,its,dull,spots,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
after,a,while,",",the,only,way,for,a,reasonably,intelligent,person,to,get,through,the,country,bears,is,to,ponder,how,a,whole,segment,of,pop-music,history,has,been,0,0,correct
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,
mostly,honest,",",this,somber,picture,reveals,itself,slowly,",",intelligently,",",artfully,.,1,1,correct,,,,,,,,,,,,,,,,
0,1,0,1,1,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,
a,map,of,the,inner,rhythms,of,love,and,jealousy,and,sacrifice,drawn,with,a,master,'s,steady,stroke,.,1,1,correct,,,,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,
it,deserves,to,be,seen,by,anyone,with,even,a,passing,interest,in,the,events,shaping,the,world,beyond,their,own,horizons,.,1,1,correct,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
while,the,production,details,are,lavish,",",film,has,little,insight,into,the,historical,period,and,its,artists,",",particularly,in,how,sand,developed,a,notorious,reputation,.,0,0,correct,,
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,
the,trick,when,watching,godard,is,to,catch,the,pitch,of,his,poetics,",",savor,the,pleasure,of,his,sounds,and,images,",",and,ponder,the,historical,",",philosophical,",",1,1,correct
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
this,odd,",",distant,portuguese,import,more,or,less,borrows,from,bad,lieutenant,and,les,vampires,",",and,comes,up,with,a,kind,of,art-house,gay,porn,film,.,0,1,wrong,
1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,
the,film,'s,overall,mood,and,focus,is,interesting,but,constantly,unfulfilling,.,0,0,correct,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
this,fascinating,experiment,plays,as,more,of,a,poetic,than,a,strict,reality,",",creating,an,intriguing,species,of,artifice,that,gives,the,lady,and,the,duke,something,of,a,1,1,correct
0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,
a,photographic,marvel,of,sorts,",",and,it,'s,certainly,an,invaluable,record,of,that,special,fishy,community,.,1,1,correct,,,,,,,,,,,
1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
windtalkers,celebrates,the,human,spirit,and,packs,an,emotional,wallop,.,1,1,correct,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
beware,the,quirky,brit-com,.,they,can,and,will,turn,on,a,dime,from,oddly,humorous,to,tediously,sentimental,.,0,0,correct,,,,,,,,,,
1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
twenty,years,later,",",reggio,still,knows,how,to,make,a,point,with,poetic,imagery,",",but,his,ability,to,startle,has,been,stifled,by,the,very,prevalence,of,the,0,0,correct
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,
such,an,incomprehensible,mess,that,it,feels,less,like,bad,cinema,than,like,being,stuck,in,a,dark,pit,having,a,nightmare,about,bad,cinema,.,0,0,correct,,,,
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
it,will,delight,newcomers,to,the,story,and,those,who,know,it,from,bygone,days,.,1,1,correct,,,,,,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
i,highly,recommend,irwin,",",but,not,in,the,way,this,film,showcases,him,.,1,0,wrong,,,,,,,,,,,,,,,
0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
there,are,many,things,that,solid,acting,can,do,for,a,movie,",",but,crafting,something,promising,from,a,mediocre,screenplay,is,not,one,of,them,.,0,0,correct,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,,,,,,
laggard,drama,wending,its,way,to,an,uninspired,philosophical,epiphany,.,0,0,correct,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
personal,velocity,ought,to,be,exploring,these,women,'s,inner,lives,",",but,it,never,moves,beyond,their,surfaces,.,0,0,correct,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,
gooding,offers,a,desperately,ingratiating,performance,.,1,0,wrong,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
in,the,end,",",the,movie,collapses,on,its,shaky,foundation,despite,the,best,efforts,of,director,joe,carnahan,.,0,0,correct,,,,,,,,,,
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
every,nanosecond,of,the,the,new,guy,reminds,you,that,you,could,be,doing,something,else,far,more,pleasurable,.,something,like,scrubbing,the,toilet,.,or,emptying,rat,traps,0,0,correct
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,
exploits,[,headbanger,],stereotypes,in,good,fun,",",while,adding,a,bit,of,heart,and,unsettling,subject,matter,.,1,1,correct,,,,,,,,,,
1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,,,
the,wonder,of,mostly,martha,is,the,performance,of,gedeck,",",who,makes,martha,enormously,endearing,.,1,1,correct,,,,,,,,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,
rubbo,'s,humorously,tendentious,intervention,into,the,who-wrote-shakespeare,controversy,.,0,1,wrong,,,,,,,,,,,,,,,,,,,,
0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
based,on,a,david,leavitt,story,",",the,film,shares,that,writer,'s,usual,blend,of,observant,cleverness,",",too-facile,coincidence,and,slightly,noxious,preciousness,.,1,0,wrong,,,,
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
this,loud,and,thoroughly,obnoxious,comedy,about,a,pair,of,squabbling,working-class,spouses,is,a,deeply,unpleasant,experience,.,0,0,correct,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
the,movie,does,n't,think,much,of,its,characters,",",its,protagonist,",",or,of,us,.,0,0,correct,,,,,,,,,,,,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
full,of,witless,jokes,",",dealing,in,broad,stereotypes,and,outrageously,unbelievable,scenarios,",",and,saddled,with,a,general,air,of,misogyny,0,0,correct,,,,,,,,
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,
this,is,a,story,that,zings,all,the,way,through,with,originality,",",humour,and,pathos,.,1,1,correct,,,,,,,,,,,,,
1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
the,essential,problem,in,orange,county,is,that,",",having,created,an,unusually,vivid,set,of,characters,worthy,of,its,strong,cast,",",the,film,flounders,when,it,comes,to,0,0,correct
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,
huppert,'s,show,to,steal,and,she,makes,a,meal,of,it,",",channeling,kathy,baker,'s,creepy,turn,as,the,repressed,mother,on,boston,public,just,as,much,as,0,1,wrong
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
it,'s,an,exhilarating,place,to,visit,",",this,laboratory,of,laughter,.,1,1,correct,,,,,,,,,,,,,,,,,
1,0,0,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,
audiences,conditioned,to,getting,weepy,over,saucer-eyed,",",downy-cheeked,moppets,and,their,empathetic,caretakers,will,probably,feel,emotionally,cheated,by,the,film,'s,tart,",",sugar-free,wit,.,1,1,correct,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,
the,quality,of,the,art,combined,with,the,humor,and,intelligence,of,the,script,allow,the,filmmakers,to,present,the,biblical,message,of,forgiveness,without,it,ever,becoming,preachy,or,1,1,correct
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,
it,jumps,around,with,little,logic,or,continuity,",",presenting,backstage,bytes,of,information,that,never,amount,to,a,satisfying,complete,picture,of,this,particular,",",anciently,demanding,métier,.,0,0,correct
1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
rates,an,'e,',for,effort,--,and,a,'b,',for,boring,.,0,0,correct,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
at,its,worst,the,screenplay,is,callow,",",but,at,its,best,it,is,a,young,artist,'s,thoughtful,consideration,of,fatherhood,.,1,1,correct,,,,,,,
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,,,,,,,,,,
simone,is,not,a,bad,film,.,it,just,does,n't,have,anything,really,interesting,to,say,.,0,0,correct,,,,,,,,,,,,
0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
some,remarkable,achival,film,about,how,shanghai,(,of,all,places,),served,jews,who,escaped,the,holocaust,.,1,1,correct,,,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
evokes,the,frustration,",",the,awkwardness,and,the,euphoria,of,growing,up,",",without,relying,on,the,usual,tropes,.,1,1,correct,,,,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
what,might,have,been,a,predictably,heartwarming,tale,is,suffused,with,complexity,.,1,1,correct,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,
if,it,'s,another,regurgitated,action,movie,you,'re,after,",",there,'s,no,better,film,than,half,past,dead,.,0,0,correct,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,
there,are,n't,many,laughs,in,this,interesting,study,of,the,cultural,mores,of,georgian,jews,in,tel,aviv,.,1,0,wrong,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
.,.,.,there,'s,a,choppy,",",surface-effect,feeling,to,the,whole,enterprise,.,1,0,wrong,,,,,,,,,,,,,,,
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
overall,",",interesting,as,a,documentary,--,but,not,very,imaxy,.,1,1,correct,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
it,'s,a,coming-of-age,story,we,'ve,all,seen,bits,of,in,other,films,--,but,it,'s,rarely,been,told,with,such,affecting,grace,and,cultural,specificity,.,1,1,correct,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,
while,serving,sara,does,have,a,long,way,to,go,before,it,reaches,the,level,of,crudity,in,the,latest,austin,powers,extravaganza,",",there,'s,nothing,here,to,match,0,0,correct
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,
return,to,never,land,is,much,more,p,.,c,.,than,the,original,version,(,no,more,racist,portraits,of,indians,",",for,instance,),",",but,the,excitement,0,0,correct
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,
kung,pow,is,oedekerk,'s,realization,of,his,childhood,dream,to,be,in,a,martial-arts,flick,",",and,proves,that,sometimes,the,dreams,of,youth,should,remain,just,that,.,1,0,wrong
